0.0,0.0,
"Sayın Yetklili ,En fazla mezun veren bölümlerden olan muhasebe bölümü çin daha çok kadro istiyoruz.Her birimiz Mali Müşavir kontrolünde staj tamamladik Bilgisayar kullanımı ve pratiklik konusunda gereken tecrübeye sahibiz.Kurumunuzun talep ettigi personel özelliklerin taşıdığımızı ve muhasebe bölümü olarak,gerek bilgisayar kullanım gerekse mali konular-vergi mevzuat olsun yeterli bilgi ve donanıma sahip mezunlar olduğumuzu bildirmek isteriz.Haziran ataması için kadro talebinizde bunlarıda göz önününde bulundurmanizi rica ederiz.3173 Önlisans Muhasebe Mezunları..",spam,
"KPSS 2010 sınavına girip atama bekleyen İİBF(İktisadi ve İdari BilimlerFakültesi) mezunu 300.000 e yakın adaya kasım 2011 deki memur alımlarında300 civarı kadro verilmiştir.KPSS de en çok mağdur edilen fakülte mezunlarıİİBF mezunlarıdır.Ülkemizde öğretmen alımları olur bu sınava sadece eğitimfakültesi mezunları girebilir.Sağlıkçı alımları olur,bu sınavada sadece tıpfakültesi mezunları girebilir.İmamlık alımları olur,bu sınavada sadeceilahiyat fakültesi mezunları girebilir.Ama iş büro memurluklarına gelinceveteriner,arkeolog,biyolog bile İİBF mezunlarının eğitimini aldığıkadrolara memur olarak atanabilmektedir.Ama bir İİBF mezunuarkeolog,biyolog,veterinerlik yapamamaktadır.Gelişen,değişen,uzmanlaşantürkiyede ptt,sgk,yurtkur,işkur gibi kurumlarda arkeologun,biyologun büromemurluklarında işi nedir ? Üzerine eğitim almadıkları alanlarda memur olanarkeolog,biyolog vsss.mezunlarının ne kurumlara,ne halka yararı olmaz.İlkfırsattada tekrar kpss ye girip kurumlardan istifa edip kendi bölümlerinegeçmektedirler.Özellikle öğretmen alımlarında öğretmenliğegeçmektedirler.Böyle oluncada hem kurumlar memursuz kalmakta,hemde kıymetlihalkımız kamu kurumlarında memur azlığından dolayı saatlerce hatta günlercesıra beklemek zorunda kalmaktadır.GİH VE BÜRO memurlukları """"ne iş olsayaparım abi"""" diyenlerin memurlukları değildir.Bu memurluklar üzerine İİBFmezunları yıllarca eğitim almaktadırlar.Türkiyedeki üniversitelerden en çokmezun veren fakülte İİBF(İktisadi ve İdari Bilimler Fakültesi)dir.Aynışekilde kpss ye giren en büyük fakülte İİBF fakültesidir.İİBF LİLERkamuoyunda mağdur olarak herkesin desteklediği öğretmenlerden bile mezunsayısi ve kpss ye giren sayısı olarak fazladır. İİBF mezunları için sonalım Haziran 2012 de yapılacaktır.ve taban puanlar hala 80-81 lerdekalmıştır.Artık İİBF mezunlarının son şansı haziran alımlarıdır.TÜRKİYENEN EN BÜYÜK FAKÜLTESİ İİBF MEZUNLARININ İSTEKLERİ ŞUNLARDIR :1-Haziran ayındaki memur alımlarında 15.000 kadro istiyoruz.2-Sözleşmeli büro memuru alımlarında İİBF mezunlarının tercih edilmesiniistiyoruz.3-Belediyelerin KPSS VE ÖSYM alımı ile merkezi olarak sözlü mülakat olmadanpuan sırasına göre İİBF mezununu memur olarak almasını istiyoruz.4-İŞ KURUMU iş ve meslek danışmanlığı alımında İİBF mezunlarını tercihetmelidir.İİBF mezunları üniversitede bu konularda eğitim almıştır.Ayrıcason alımda 4001 koduyla iş ve meslek danışmanı almıştır.böyle oluncadamatematik,fizik,kimya,biyoloji mezunu ağırlıklı bir alım yapmıştır.Şubat veAğustos 2012 ve 2013 öğretmen alımlarında görülecektir ki işdanışmanlarından öğretmenliğe geçenler çok olacaktır.Böyle oluncada hemişkurumu,hem danışmanlık bekleyen işsizler mağdur olacak,hemde işdanışmanlığı sistemi derin yara alacaktır.Ayrıca iş danışmanları içinyapılan milyonlarca lira kurs masrafı boşa gidecektir.Tüm yetkililere vekamuoyunu saygılarımızla arz ederiz.İİBF BÖLÜMLERİNDEN BAZILARININ KPSS ATAMA KODLARI VE ATAMA BEKLEYEN ADAYSAYILARI....4431 : işletme'den atama bekleyen sayısı: 114.657 4503 : Kamu yönetimi'ndenatama bekleyen sayısı: 34.514 4421 : iktisat'tan atama bekleyen sayısı:38.134  4459 : Maliye'den atama bekleyen sayısı: 17.968 4429 : Ç.E.K.O.'danatama bekleyen sayısı: 6.387 4507 : Uluslararası ilişkilerden atamabekleyen sayısı: 6.417 4423 : İşletme-ek./işletme-ikt.tan atama bekleyensayısı: 2.4834427 : Ekonometri'den atama bekleyen sayısı: 1.946",spam,
İlgili makamaKpss ile kamu personeli alımlarında bilgisayar ile ilgili konularda şüphesiz en bilgili ve tecrübeli bölüm (eyer mühendis seviyesinde alım yapılmayacak ise )Bilgisayar Teknolojisi ve Programlama (3249) bölümüdür. Gerek aldığımız dersler olsun, gerek günlük hayatımızda ve iş hayatımızda olsun günümüzün büyük bir bölümü bilgisayar başında geçmektedir ve bu işi bizden daha iyi yapacak başka bir bölüm yoktur.Gerek paket programlar olsun, gerek donanım olsun, gerekse programcılık olsun aldığımız eğitim bütün bunların üstesinden gelebilecekkabiliyete erişmemizi sağlamıştır. Sadece bilgisayar başında ufak tefek işler için dahi olsa 3001 ortak ölümden alım yapmak siz kurumlarınzararına olacaktır. Çünkü bizim gibi 2 yıl eğitim alan ve günlük hayatta bir tutku haline dönüşen bilgisayar mesleğini tercih etmiş kişileryerine sadece 1 ay kursa gidip bilgisayar sertifikası alan bir kişiyle kıyaslanamayacağını düşünüyorum. Ki her kursa giden ne kadar eğitim alıyor buda ayrı bir tartışma konusu. 3249 dan alım yapmak ile aslında sadece bir personel değil ileri dönükte her türlü bilgisayar ile ilgiliişin üstesinden gelebilecek hızlı, kabiliyetli, bilgili ve tecrübeli bir personele sahip oluyorsunuz. Her bilgisayar işi için ayrı ayrı personel yerine bütün bu yükü çekebilecek bir 3249 un yeterli olduğunu düşünüyorum. Bu vesile ile çalışmanızda başarılar diler bilgilerinize arz ederim.,spam,
"Sayın Yetkili ,
Hızla büyüyen ve gelişmekte olan toplumumuzda bu büyümeye uyum sağlayabilecek ve çalıştığı kurumun gelişmesine ve yükselmesine katkıda bulunabilecek personellere ihtiyaç duyulmaktadır.Biz muhasebe bölümü mezunları olarak değişen çağa ve süregelen yeniliklere üniversitelerde aldığımız eğitimlerle ...şüphesizki uyum sağlamakta asla zorlanmayacağımız gözlenmektedir.
Muhasebe mezunu bir personel,
-Muhasebe, maliye, ekonomi, vergi kanunları, ticaret hukuku konularına ilgi ve bilgisi olan,
-Sabırlı ve düzenli çalışmasını bilen,
-İşinde dikkatli, tertipli düzenli çalışabilen,
- Finans konularına hakim
- Matematik ve mantık konularında başarılı,
- Ayrıntılar üzerinde uzun süre dikkatle çalışabilen,
- Kapalı yerlerde oturarak çalışmaktan sıkılmayan,
- Dikkatli, sabırlı, düzenli ve titiz, sorumluluk sahibi
-İşletmenin Sosyal Güvenlikle ilgili bilgiye sahip ve bu konlarla ilgili belge düzenleyebilen
- Bilgisayar kullanarak alanı ile ilgili yazışmalar yapabilme, bilgi depolayabilme, depolanmış bilgileri kullanabilme
-Raporlama yeteneğine sahip
-.Temel iktisat ve istatistik kavramları, Temel bilgisayar eğitimi ve office programlarının kullanılması, gelen evrak ve giden evrak kayıt sistematiği, arşivleme ve dosyalama konularına hakim,
-İşletme adına ödenmesi gereken vergi, harç ve diğer ödemelerin takibini yaparak ödenmesini sağlar,
- Her ayın sonunda o ayın hesaplarının ve yapılan işlemlerin genel kontrolü amacıyla aylık dökümü çıkarır (aylık mizan), hata var ise gerekli düzeltmeleri yapar,
- İşletmenin bankalar, müşteriler, maliye ve diğer kuruluşlarla olan ilişkilerini izler,
- Yıl sonunda işletmenin mal varlığının çıkarılması amacıyla sayım ve ölçüm işlemlerini (envanter) yapar,
- Dönem sonunda işletmenin kar ve zarar durumunu, varlığını, alacak ve borcunu gösteren tabloları (bilanço) düzenler,
- Kurum ve kuruluşların yıl boyunca yapmış olduğu işlemlerin muhasebe kayıtlarını izler ve denetler.
Görüldüğü üzere muhasebe mezunu bir personel hem donanımlı hem teknik hem de pratik özelliklere sahip durumdadır..
Kurumunuzun ihtiyacı olan personel seçiminde
1.Muhasebe memuru
2-Ayniyat memuru
3-Veznedar
4-Bilgisayar işletmeni
5-VHKİ
6-Satınalma elemanı
7-Stok ve depo elemanı
8-Finansman ve personel elemanı
9-Mutemet, daktioğraf
10-Anbar memuru, ambar memuru
11-Santral memuru, yönetici asistanı, sekreter ve bunlar gibi daha birçok dalda hizmet vermek için yeterli donanıma sahip bulunmaktayız
Bu sebeple 3173 kodumuzla muhasebeciler olarak, personel talebinizde bu özelliklerimizi göz önünde bulundurarak değerlendirme yapacağınızı umuyoruz.
Saygılarımızla",spam,
"Sayın Müdürüm,Öncelikle size ve çalışma arkadaşlarınıza işlerinizde kolaylıklar diler, sağlıklı ve mutlu bir yaşam temenni ederim.Bu mektubu size yazmamın nedeni KPSS den yüksek puan alıp atanamayan 3290 kodlu(önlisans elektrik bölümü mezunu olmak)adayların taleplerini sizlere iletmek içindir.Sayın   Müdürüm,bazı bölümler 82 puanlarla atanırken hayatın her alanında kullanılan elektrik bölümü mezunları 86 87 puanlarla beklemektedir.Aslında elektrik bölümü mezunu alımı az olmamakla beraber her alımda yapılan alımların büyük kısmı lise mezunlarına verilmektedir.3 atamada biz 100 kadroyu göremezken lise mezunları 500 kadroyu gördüler.Sayın   Müdürüm,haziran ayında yapılacak memur alımı için yapacağınız taleplerde biz 3290 kodlu adaylara ilgi göstermenizi talep eder olumlu cevaplarınızı umutla beklediğimizi size bildiririm.SAYGILARIMLA
Engin SARI",spam,
"Bizler ÖSYMnin 10-11 Temmuz 2010 tarihinde gerçekleştirdiği ""Kamu Personeli 
Seçme Sınavı""na giren ve atama bekleyen 4275 kodlu ""Gazetecilik"" ile 
""Gazetecilik ve Halkla İlişkiler"" lisans bölümü mezunu bireyleriz.
Bizler üniversite öğrenimimiz boyunca, iletişim, basın işletmeciliği, 
iktisat, hukuk, anayasa, sosyoloji, felsefe, psikoloji, uluslararası ilişkiler, 
siyaset bilimi ve AB gibi bir çok dalda eğitim alarak beklentilerinize yanıt 
verecek niteliklerle yetiştirildik.
Buna rağmen 4275 kodlu ""Gazetecilik"" ile ""Gazetecilik ve Halkla İlişkiler"" 
bölümü mezunlarına kamu personeli atamalarında gereken önem verilmediğini 
gözlemledik. 4275 kodu ""Gazetecilik"" ve ""Gazetecilik ve Halkla İlişkiler"" olmak 
üzere İKİ bölüm için geçerlidir. En son yapılan KPSS atamalarında yaklaşık 4 bin 
lisans kadrosu içinde 4275 nitelik kodu ile sadece 11 adet kadro bulunması 
önemsenmediğimizin en açık göstergesidir.
Siz değerli yöneticilerimizden isteğimiz, personel talplerinin Devlet Personel BAşkanlığına iletildiği şu günlerde 4275 kodlu ""Gazetecilik"" ile 
""Gazetecilik ve Halkla İlişkiler"" mezunlarının beklentilerini dikkate almanız ve 
kurumunuz memur alımlarındaki nitelik kodlarına 4275 nitelik kodunu 
eklemenizdir. Saygılarımızı sunar, başarılı çalışmalarınızın devamını 
dileriz.",spam,
"Sayın Yetklili ,                   En fazla mezun veren bölümlerden olan muhasebe bölümü çin daha çok kadro istiyoruz.Her birimiz Mali Müşavir kontrolünde staj tamamladik Bilgisayar kullanımı ve pratiklik konusunda gereken tecrübeye sahibiz.Kurumunuzun talep ettigi personel özelliklerin taşıdığımızı ve muhasebe bölümü olarak,gerek bilgisayar kullanım gerekse mali konular-vergi mevzuat olsun yeterli bilgi ve donanıma sahip mezunlar olduğumuzu bildirmek isteriz.Haziran ataması için kadro talebinizde bunlarıda göz önününde bulundurmanizi rica ederiz.Saygılarımızla..                                                                                                               3173 Önlisans Muhasebe Mezunları..",spam,
"Sayın Yetkili ,
 
 Hızla büyüyen ve gelişmekte olan toplumumuzda bu büyümeye uyum sağlayabilecek ve çalıştığı kurumun gelişmesine ve yükselmesine katkıda bulunabilecek personellere ihtiyaç duyulmaktadır.Biz muhasebe bölümü mezunları olarak değişen çağa ve süregelen yeniliklere üniversitelerde aldığımız eğitimlerle şüphesizki uyum sağlamakta asla zorlanmayacağımız gözlenmektedir.
 
 Muhasebe mezunu bir... personel,
 
 -Muhasebe, maliye, ekonomi, vergi kanunları, ticaret hukuku konularına ilgi ve bilgisi olan,
 
 -Sabırlı ve düzenli çalışmasını bilen,
 
 -İşinde dikkatli, tertipli düzenli çalışabilen,
 
 - Finans konularına hakim
 
 - Matematik ve mantık konularında başarılı,
 
 - Ayrıntılar üzerinde uzun süre dikkatle çalışabilen,
 
 - Kapalı yerlerde oturarak çalışmaktan sıkılmayan,
 
 - Dikkatli, sabırlı, düzenli ve titiz, sorumluluk sahibi
 
 -İşletmenin Sosyal Güvenlikle ilgili bilgiye sahip ve bu konlarla ilgili belge düzenleyebilen
 
 - Bilgisayar kullanarak alanı ile ilgili yazışmalar yapabilme, bilgi depolayabilme, depolanmış bilgileri kullanabilme
 
 -Raporlama yeteneğine sahip
 
 -.Temel iktisat ve istatistik kavramları, Temel bilgisayar eğitimi ve office programlarının kullanılması, gelen evrak ve giden evrak kayıt sistematiği, arşivleme ve dosyalama konularına hakim,
 
 -İşletme adına ödenmesi gereken vergi, harç ve diğer ödemelerin takibini yaparak ödenmesini sağlar,
 
 - Her ayın sonunda o ayın hesaplarının ve yapılan işlemlerin genel kontrolü amacıyla aylık dökümü çıkarır (aylık mizan), hata var ise gerekli düzeltmeleri yapar,
 
 - İşletmenin bankalar, müşteriler, maliye ve diğer kuruluşlarla olan ilişkilerini izler,
 
 - Yıl sonunda işletmenin mal varlığının çıkarılması amacıyla sayım ve ölçüm işlemlerini (envanter) yapar,
 
 - Dönem sonunda işletmenin kar ve zarar durumunu, varlığını, alacak ve borcunu gösteren tabloları (bilanço) düzenler,
 
 - Kurum ve kuruluşların yıl boyunca yapmış olduğu işlemlerin muhasebe kayıtlarını izler ve denetler.
 
 Görüldüğü üzere muhasebe mezunu bir personel hem donanımlı hem teknik hem de pratik özelliklere sahip durumdadır..
 
 Kurumunuzun ihtiyacı olan personel seçiminde
 
 1.Muhasebe memuru
 
 2-Ayniyat memuru
 
 3-Veznedar
 
 4-Bilgisayar işletmeni
 
 5-VHKİ
 
 6-Satınalma elemanı
 
 7-Stok ve depo elemanı
 
 8-Finansman ve personel elemanı
 
 9-Mutemet, daktioğraf
 
 10-Anbar memuru, ambar memuru
 
 11-Santral memuru, yönetici asistanı, sekreter ve bunlar gibi daha birçok dalda hizmet vermek için yeterli donanıma sahip bulunmaktayız
 
 Bu sebeple 3173 kodumuzla muhasebeciler olarak, personel talebinizde bu özelliklerimizi göz önünde bulundurarak değerlendirme yapacağınızı umuyoruz.
 
 Saygılarımızla",spam,
"Sayın Yetkili ,
Gelişen ve değişen günümüz 
teknolojisi , çalışma koşıllarında özellikle kurumlarda çalışan personelin kurum bünyesinde her çalışma koşullarının ihtiyacını sağlayabilen , çalıştığı departmana hızlı bir şekilde uyum sağlayan ve motive olabilen ,başka bir departmana geçtiği zaman oryantasyon ve adaptasyon sürecini başarıyla atlatan,yüksek verim sağlayan personelin arandığı yadsınamaz bir gerçektir.
Bu koşullar çerçevesinde bizler Büro Yönetimi ve Sekreterlik (3179) mezunları olarak aldığımız eğitimler neticesinde ..
1. SANTRAL MEMURLUĞU (Gelen evrak ve giden evrak kayıt sistematiği bu memurdadır ve sekreterlik eğitimi alan bizlerin önceliğinin devam etmesi gerekir)
2.Arşivleme ve yöntemlerinin kullanılması
3.Bürolarda kullanılan (fotokopi,fax,vb ofis cihazlarının) kullanılması
4.On parmak klavye kullanımı
5.Temel bilgisayar eğitimi ve office programlarının kullanılması
6.Temel iktisat ve istatistik kavramları
7.Yönetici asistanlığı ve santral operatörlüğü
eğitimleri alarak başarıyla mezun olmuş kişileriz.
Kurumunuzun ihtiyacı olan personel seçiminde
1.Yönetici asistanlığı
2.Santral memurluğu
3.VHKİ
4.Bilgisar işletmenliği
5.Büro memuru
pozisyonlarında tercih edeceğiniz mezuniyet branşı 3179 Büro Yönetimi ve Sekreterlik olması halinde kurumunuzun ihtiyacını karşılayan , adaptasyon ve oryantasyon sürecini enkısa sürede aşacak, yüksek verim alacağınız kişilerdir.
Sizden ricamız bu talebimizi değerlendirmeniz , biz Büro Yönetimi ve Sekreterlik mezunlarını çok memnun edecektir.
Saygılarımızla.",spam,
"Anadolu Üniversitesi Açık Öğretim Fakültesi Muhasebe Ve Veri Uygulamalarıprogramı Ders Müfredatı*           Muhasebe Ve Veri Uygulamaları*1.sınıf                                                     2.sınıfGenel muhasebe  .....................Muhasebe uygulamalarıGenel matematik  .....................Ticaret hukukuHukuka giriş  .......................... Muhasebe bilgi sistemiGenel bilgi teknolojileri ..............Türk diliGenel işletme  .........................Vergi uygulamalarıDavranış bilimlerine giriş ............Maliyet muhasebesiİktisada giriş yabancı dil .............İş ve sosyal güvenlik hukuku                                           ...........Atatürk ilk. ink. Tarihi *Kaynak: : http://eogrenme.anadolu.edu.tr/Portal/Ders.aspx?dersKodu=091004** *Sakarya Üniversitesi Geyve M.Y.O İşletme Programı Ders müfredatı*                  İşletme  *1.sınıf                                                     2.sınıfGenel muhasebe .....................   Finansal yönetimGenel işletme      .....................  Toplam kalite yönetimiEkonomi    .......................................Dış ticaret yöntemleriTemel hukuk ...........................Pazarlama yönetimiTemel bilgi teknolojileri .............Yönetim ve organizasyonTürk dili   .............................. Araştırma yöntemleriİngilizce    .............................. Vergi hukukuAtatürk ilke ve inkılap tarihi .........İnsan kaynakları yönetimiBüro yönetimi ve iletişim ............İş ve sosyal güvenlik hukukuTicaret matematiği .................... Şirketler muhasebesiDönem sonu muhasebe işlemleri ....Türk vergi sistemiTicaret hukuku  ........................Girişimcilik*Kaynak: Sakarya Üniversitesi Geyve M.Y.O transkript*            Yukarıda ki iki farklı dersin ders müfredatları vardır. Dersmüfredatları hemen hemen aynı olan iki farklı programlardır. Kasım ayındayapılan atamalarda 3163-İşletme bölümüne 157 kadro,3173-Muhasebe bölümüne1175 kadro verilmiştir. Kurumlar ihtiyaç duydukları personelleri aldıklarıeğitimi baz alarak seçmelerine rağmen,(3163-İşletme ve 3173- Muhasebebölümlerinin 2 yıllık eğitim dönemi içerisindeki derslerinin tamamınayakını aynı olduğu halde) İşletme bölümü bu kadrolar için seçilmemiştir.3173 Muhasebe bölümünün KPSS puanları 82 puanlara kadar düşmüştür  fakat3163 işletme bölümünün puanı 86 da kalmıştır ve bu bölümledi kişiler mağduredilmiştir.Bu nedenle 18 Haziranda yapılacak atamalarda bu pozisyonlar için3163-İşletme bölümünü tercih etmenizi arz ederim.",spam,
"İlgili MakamaBakanlık birimlerinde ve bir çok kamu kurum ve kuruluşlarına belli dönemlerde Ösym aracılığı ile memur ataması yapılamktadir.Devlet Personel Başkanlığının belirlediği takvime göre, kamu kurum ve kuruluşlarının ihtiyaç duydukları personele ilişkin taleplerinin 05 Eylül- 25 Eylül 2011 tarihleri arasında Devlet Personel Başkanlığına gönderileceği, bu kadroların incelenmesini müteakip taleplerin Devlet Personel Başkanlığınca 24 Ekim 2011 tarihine kadar ÖSYM Başkanlığına gönderileceği ve tercih işleminin ise 21 Kasım-30 Kasım 2011 tarihinde yapılacağı hususu kamuoyuna ilan edilmiştirBilgi teknolojilerinin gelişmekte olan çağımızda bunları en iyi şekilde takip eden ve yöneten kişiler bizim gibi bilgisayar branşında okul bitirmiş özel yaşamında devamlı bilgisayar ile iç içe olan kendini yetiştirmiş kişilerdir.Bizler önlisans Bilgisayar Teknolojisi ve Programlama bölümü mezunları olarak kurumunuzun bildirileceği kadrolarda (3249) kodlu (Bilgisayar Teknolojisi ve Programlama) bölümü mezunlarına verilecek kadrolar hususunda gerekli hassasiyetin gösteriliceğini umut ediyoruz..Bilgilerinize arz ederim.",spam,
‎3175 Kodlu Önlisans Bankacılık ve Sigortacılık bölümü mezunları adına gönderilmiştir. Bölümümüz ygs sonuçlarına göre en yüksek puanlı bir kaç Önlisans bölümü arasında yer almaktadır. Bölümümüzün taban puanı 275'tir.çok sayıda ortak ders gördüğümüz Muhasebe bölümünün puan ortalaması ise 225 puan dolayındadır. Bu bilgiler Muhasebe bölümünü yerme anlamında değildir sadece sayısal bir gerçekliği belirtmek içindir.Bölümümüz sadece mesleğe yönelik eğitim gören bir bölüm değildir.Muhasebe bölümünün ana dersleri olan GENEL MUHASEBE,BANKA MUHASEBESİ,SİGORTA MUHASEBESİ,MALİ ANALİZ TEKNİKLERİ,FİNANSAL YÖNETİM gibi muhasebe içerikli derslerin eğitiminide almış bulunmaktayız ayrıca TEMEL BİLGİ TEKNOLOJİSİ,BİLGİSAYAR UYGULAMALARI derslerdede eğitim alarak istediğiniz personel özelliklerine sahip kişileri yetiştiren bir bölümün mezunları durumundayız.Aşağıda belirttiğim derslerde diğer ortak derslerimizdir.1)EKONOMİYE GİRİŞ2)İŞLETME EKONOMİSİ3)GENEL MUHASEBE4)İŞLETME MATEMATİĞİ5)HUKUKUN TEMEL KAVRAMLARI6)PARA BANKA7)FİNANSAL YÖNETİM8)PAZARLAMA YÖNETİMİ9)İSTATİSTİK10)TİCARET VE BORÇLAR HUKUKU11)ULUSLARARASI İKTİSAT12)FİNANSAL KURUMLAR VE PİYASALAR13)DIŞ TİCARET İŞLEMLERİ14)TÜRK VERGİ SİSTEMİ15)ULUSLARARASI PİYASALAR VE FİNANS16) İCRA İFLAS HUKUKU17)MALİ ANALİZ TEKNİKLERi18)BİLGİSAYAR UYGULAMALARI-119)BİLGİSAYAR UYGULAMALARI-220)YABANCI DİL 1(İNGİLİZCE)21)YABANCI DİL 2 (İNGİLİZCE)Bölümümüz Muhasebe, Bilgisayar,gibi bölümlerle eşdeğerde bir bölümdür. Bu yüzden 12 Mart 2012 başlayacak personel ihtiyacı taleplerinizde Bölümümüz 3175 ÖNLİSANS BANKACILIK VE SİGORTACILIK ında yer almasını bekliyoruz.,spam,
"3175 Kodlu Önlisans Bankacılık ve Sigortacılık bölümü mezunları adına gönderilmiştir. Bölümümüz ygs sonuçlarına göre en yüksek puanlı bir kaç Önlisans bölümü arasında yer almaktadır. Bölümümüzün taban puanı 275'tir.çok sayıda ortak ders gördüğümüz Muhasebe bölümünün puan ortalaması ise 225 puan dolayındadır. Bu bilgiler Muhasebe bölümünü yerme anlamında değildir sadece sayısal bir gerçekliği belirtmek içindir.Bölümümüz sadece mesleğe yönelik eğitim gören bir bölüm değildir.Personel seçimde tercih ettiğiniz Muhasebe bölümünün ana dersleri olan GENEL MUHASEBE,DÖNEM SONU MUHASEBESİ,BANKA MUHASEBESİ,SİGORTA MUHASEBESİ,MALİ ANALİZ TEKNİKLERİ,FİNANSAL YÖNETİM gibi muhasebe içerikli derslerin eğitiminide almış bulunmaktayız ayrıca TEMEL BİLGİ TEKNOLOJİSİ,BİLGİSAYAR UYGULAMALARI gibi derslerdede eğitim alarak istediğiniz personel özelliklerine sahip kişileri yetiştiren bir bölümün mezunları durumundayız.Aşağıda belirttiğim derslerde diğer ortak derslerimizdir.
1)EKONOMİYE GİRİŞ
2)İŞLETME EKONOMİSİ
3)GENEL MUHASEBE
4)İŞLETME MATEMATİĞİ
5)HUKUKUN TEMEL KAVRAMLARI
6)PARA BANKA
7)FİNANSAL YÖNETİM
8)PAZARLAMA YÖNETİMİ
9)İSTATİSTİK
10)TİCARET VE BORÇLAR HUKUKU
11)ULUSLARARASI İKTİSAT
12)FİNANSAL KURUMLAR VE PİYASALAR
13)DIŞ TİCARET İŞLEMLERİ
14)TÜRK VERGİ SİSTEMİ
15)ULUSLARARASI PİYASALAR VE FİNANS
16) İCRA İFLAS HUKUKU
17)MALİ ANALİZ TEKNİKLERi
18)BİLGİSAYAR UYGULAMALARI-1
19)BİLGİSAYAR UYGULAMALARI-2
20)YABANCI DİL 1(İNGİLİZCE)
21)YABANCI DİL 2 (İNGİLİZCE)
22)ATATÜRK İLKELERİ VE İNKILAP TARİHİ
23)TÜRK DİLİ
24)EKONOMETRİ......

muhasebe ve bilgisayar bölümlerinin son atamalarla puanı 82ye inmiştir.aynı dersleri gören bölümümüzde ise atama bekleyen arkadaşlarımız 86 puandadır.Bölümümüz Muhasebe, Bilgisayar, gibi bölümlerle eşdeğerde bir bölümdür. Bu yüzden 12 Mart 2012 başlayacak personel ihtiyacı taleplerinde Bakanlığımızın 3175 Kodlu ÖNLİSANS BANKACILIK VE SİGORTACILIK bölümünüde tercihleri arasında yer vermesini bekliyoruz.",spam,
"Sayın Yetkili ,Hızla büyüyen ve gelişmekte olan toplumumuzda bu büyümeye uyum sağlayabilecek ve çalıştığı kurumun gelişmesine ve yükselmesine katkıda bulunabilecek personellere ihtiyaç duyulmaktadır.Biz muhasebe bölümü mezunları olarak değişen çağa ve süregelen yeniliklere üniversitelerde aldığımız eğitimlerle şüphesizki uyum sağlamakta asla zorlanmayacağımız gözlenmektedir.
Muhasebe mezunu bir personel,
-Muhasebe, maliye, ekonomi, vergi kanunları, ticaret hukuku konularına ilgi ve bilgisi olan,
-Sabırlı ve düzenli çalışmasını bilen,
-İşinde dikkatli, tertipli düzenli çalışabilen,
- Finans konularına hakim
- Matematik ve mantık konularında başarılı,
- Ayrıntılar üzerinde uzun süre dikkatle çalışabilen,
- Kapalı yerlerde oturarak çalışmaktan sıkılmayan,
- Dikkatli, sabırlı, düzenli ve titiz, sorumluluk sahibi
-İşletmenin Sosyal Güvenlikle ilgili bilgiye sahip ve bu konlarla ilgili belge düzenleyebilen
- Bilgisayar kullanarak alanı ile ilgili yazışmalar yapabilme, bilgi depolayabilme, depolanmış bilgileri kullanabilme
-Raporlama yeteneğine sahip
-.Temel iktisat ve istatistik kavramları, Temel bilgisayar eğitimi ve office programlarının kullanılması, gelen evrak ve giden evrak kayıt sistematiği, arşivleme ve dosyalama konularına hakim,
-İşletme adına ödenmesi gereken vergi, harç ve diğer ödemelerin takibini yaparak ödenmesini sağlar,
- Her ayın sonunda o ayın hesaplarının ve yapılan işlemlerin genel kontrolü amacıyla aylık dökümü çıkarır (aylık mizan), hata var ise gerekli düzeltmeleri yapar,
- İşletmenin bankalar, müşteriler, maliye ve diğer kuruluşlarla olan ilişkilerini izler,
- Yıl sonunda işletmenin mal varlığının çıkarılması amacıyla sayım ve ölçüm işlemlerini (envanter) yapar,
- Dönem sonunda işletmenin kar ve zarar durumunu, varlığını, alacak ve borcunu gösteren tabloları (bilanço) düzenler,
- Kurum ve kuruluşların yıl boyunca yapmış olduğu işlemlerin muhasebe kayıtlarını izler ve denetler.
Görüldüğü üzere muhasebe mezunu bir personel hem donanımlı hem teknik hem de pratik özelliklere sahip durumdadır..
Kurumunuzun ihtiyacı olan personel seçiminde
1.Muhasebe memuru
2-Ayniyat memuru
3-Veznedar
4-Bilgisayar işletmeni
5-VHKİ
6-Satınalma elemanı
7-Stok ve depo elemanı
8-Finansman ve personel elemanı
9-Mutemet, daktioğraf
10-Anbar memuru, ambar memuru
11-Santral memuru, yönetici asistanı, sekreter ve bunlar gibi daha birçok dalda hizmet vermek için yeterli donanıma sahip bulunmaktayız
Bu sebeple 3173 kodumuzla muhasebeciler olarak, personel talebinizde bu özelliklerimizi göz önünde bulundurarak değerlendirme yapacağınızı umuyoruz.
Saygılarımızla",spam,
